# de trous,# of Holes,Address,Adresse,Club Type,Course Par,Emplacement,Location,Par du parcours,Phone,Site Web,Total Yards,Type de club,Téléphone,Verges totales,Website,url
,18,"https://www.google.com/maps/place/8630 Rowland Road  Edmonton,AB T6A 3X1",,Public,Par 71,,"Edmonton, AB",,(780) 496-2998,,6242,,,,,https://www.golfcanada.ca/golf-facility/riverside-golf-club-en-2/
,18,P0P 1N0,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/assignack-wikwemikong-golf-club-en/
,18,S4X 1Z7,,Public,Par 63,,"Regina, SK",,(307) 777-7600,,4861,,,,https://www.westerngolfmanagement.com,https://www.golfcanada.ca/golf-facility/the-goulet-club-en/
,27,"https://www.google.com/maps/place/1000 QC-116  Acton Vale,QC J0H 1A0",,Public,,,"Acton Vale, QC",,(450) 549-5885,,,,,,,https://www.golfcanada.ca/golf-facility/acton-vale-club-de-golf-boise-valois-en/
,9,"https://www.google.com/maps/place/805 Golf Street  Bathurst,NB E2A 2K9",,Public,Par 72,,"Bathurst, NB",,(506) 544-7888,,6590,,,,https://www.squiregreen.com,https://www.golfcanada.ca/golf-facility/squire-green-golf-club-en/
9,,,"https://www.google.com/maps/place/805 Golf Street  Bathurst,NB E2A 2K9",,,"Bathurst, NB",,Par 72,,https://www.squiregreen.com,,Public,(506) 544-7888,6590,,https://www.golfcanada.ca/fr/golf-facility/squire-green-golf-club-fr/
,18,"https://www.google.com/maps/place/7892 McCowan Rd  Markham,ON L3P 3J3",,Semi-private,Par 58,,"Markham, ON",,9054774653,,3177,,,,,https://www.golfcanada.ca/golf-facility/markham-executive-golf-course-en/
,18,"https://www.google.com/maps/place/4706 54th st  Lloydminster,SK S9V 0Z8",,Public,Par 72,,"Lloydminster, SK",,(306) 825-5494,,7008,,,,https://www.lloydminster.ca,https://www.golfcanada.ca/golf-facility/lloydminster-golf-country-club-en/
,18,"https://www.google.com/maps/place/1010 Clubhouse Dr  Prince George,BC V2K 5R7",,Public,Par 73,,"Prince George, BC",,250-563-8901,,7114,,,,,https://www.golfcanada.ca/golf-facility/aberdeen-glen-golf-course-en/
18,,,"https://www.google.com/maps/place/1010 Clubhouse Dr  Prince George,BC V2K 5R7",,,"Prince George, BC",,Par 73,,,,Public,250-563-8901,7114,,https://www.golfcanada.ca/fr/golf-facility/aberdeen-glen-golf-course-fr/
,18,"https://www.google.com/maps/place/PO Box 149  Victoria,MB R0E 2C0",,Public,Par —,,"Victoria, MB",,(204) 756-2435,,—,,,,,https://www.golfcanada.ca/golf-facility/victoria-beach-golf-club-en/
,9,S9V 1S6,,Public,Par 70,,", SK",,—,,6198,,,,,https://www.golfcanada.ca/golf-facility/sandy-beach-lake-regional-park-golf-club-en/
,18,"https://www.google.com/maps/place/79 Abercrombie Loop 79 Abercrombie Loop New Glasgow,NS B2H5C6",,Semi-private,Par 71,,"New Glasgow, NS",,(902) 752-6120,,6374,,,,https://www.abercrombiegolf.com,https://www.golfcanada.ca/golf-facility/abercrombie-country-club-en/
,18,T0L 2A0,,Semi-private,Par 72,,"Diamond Valley, AB",,—,,6818,,,,,https://www.golfcanada.ca/golf-facility/turner-valley-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 1205  Thompson,MB R8N 1N9",,Public,Par 74,,"Thompson, MB",,(204) 778-5537,,6642,,,,https://www.thompsongc.ca,https://www.golfcanada.ca/golf-facility/thompson-golf-club-en/
18,,,"https://www.google.com/maps/place/PO Box 1453  Lloydminster,AB S9V 1K4",,,"Lloydminster, AB",,Par 71,,https://www.rollinggreeengolf.ca,,Public,(780) 875-4653,6228,,https://www.golfcanada.ca/fr/golf-facility/rolling-green-fairways-ltd-fr/
,18,"https://www.google.com/maps/place/PO Box 1453  Lloydminster,AB S9V 1K4",,Public,Par 71,,"Lloydminster, AB",,(780) 875-4653,,6228,,,,https://www.rollinggreeengolf.ca,https://www.golfcanada.ca/golf-facility/rolling-green-fairways-ltd-en/
,18,"https://www.google.com/maps/place/PO Box 1122  Watrous,SK S0K 4T0",,Public,Par 72,,"Watrous, SK",,(306) 946-2861,,6056,,,,,https://www.golfcanada.ca/golf-facility/manitou-beach-golf-club-en/
,9,"https://www.google.com/maps/place/367, rue des Pionniers  Tadoussac,QC G0T 2A0",,Public,Par 64,,"Tadoussac, QC",,—,,4209,,,,https://golftadoussac.ca,https://www.golfcanada.ca/golf-facility/tadoussac-club-de-golf-en/
,18,"https://www.google.com/maps/place/1730 Airport Road  Pemberton,BC V0N 2L3",,Public,Par 72,,"Pemberton, BC",,8003904653,,6455,,,,https://www.pembertongolf.com,https://www.golfcanada.ca/golf-facility/sunstone-golf-club-en/
,18,"https://www.google.com/maps/place/3033 Taunton Rd  Bowmanville,ON L1C 3K5",,Public,Par 70,,"Bowmanville, ON",,—,,6606,,,,,https://www.golfcanada.ca/golf-facility/stonehenge-golf-club-en/
18,,,"https://www.google.com/maps/place/3033 Taunton Rd  Bowmanville,ON L1C 3K5",,,"Bowmanville, ON",,Par 70,,,,Public,—,6606,,https://www.golfcanada.ca/fr/golf-facility/stonehenge-golf-club-fr/
,18,"https://www.google.com/maps/place/305 A Sixth Ave  Lively,ON P3Y 1M6",,Public,Par 71,,"Lively, ON",,—,,6059,,,,,https://www.golfcanada.ca/golf-facility/lively-golf-club-en/
,18,"https://www.google.com/maps/place/NW 31 10 19 W  Brandon,MB R7A 5Y3",,Public,Par 70,,"Brandon, MB",,431-432-4653,,5622,,,,,https://www.golfcanada.ca/golf-facility/glen-lea-golf-course-en/
18,,,"https://www.google.com/maps/place/NW 31 10 19 W  Brandon,MB R7A 5Y3",,,"Brandon, MB",,Par 70,,,,Public,431-432-4653,5622,,https://www.golfcanada.ca/fr/golf-facility/glen-lea-golf-course-fr/
,27,"https://www.google.com/maps/place/PO Box 130  Waskesiu,SK S0J 2Y0",,Public,,,"Waskesiu, SK",,3066634653,,,,,,,https://www.golfcanada.ca/golf-facility/elk-ridge-resort-en/
,18,"https://www.google.com/maps/place/720 AVE DALLAIRE  Rouyn-Noranda,QC J9X 4V9",,Public,Par 71,,"Rouyn-Noranda, QC",,(819) 764-4302,,6066,,,,https://www.golfmunicipaldallaire.com,https://www.golfcanada.ca/golf-facility/dallaire-club-de-golf-municipal-en/
,9,"https://www.google.com/maps/place/PO Box 673  Tumbler Ridge,BC V0C 2W0",,Public,Par 72,,"Tumbler Ridge, BC",,(250) 242-3533,,6578,,,,https://www.tumblerridgegolf.com,https://www.golfcanada.ca/golf-facility/tumbler-ridge-golf-country-club-en/
,18,"https://www.google.com/maps/place/2100 Oak Street  Sherwood Park,AB T8A 0V9",,Public,Par 72,,"Sherwood Park, AB",,(780) 467-7373,,6345,,,,https://www.bpgc.ca,https://www.golfcanada.ca/golf-facility/broadmoor-public-golf-course-en/
18,,,"https://www.google.com/maps/place/PO Box 1499 300 Evergreen Drive Nipawin,SK S0E 1E0",,,"Nipawin, SK",,Par 72,,https://www.evergreengolf.ca,,Public,3068624811,6378,,https://www.golfcanada.ca/fr/golf-facility/evergreen-golf-course-fr/
,18,"https://www.google.com/maps/place/967 Montée Dalton  Gatineau,QC J8R 3C5",,Public,Par 71,,"Gatineau, QC",,(819) 669-9797,,6168,,,,https://www.golflesorcier.com,https://www.golfcanada.ca/golf-facility/sorcier-club-de-golf-le-en/
,18,"https://www.google.com/maps/place/PO Box 1499 300 Evergreen Drive Nipawin,SK S0E 1E0",,Public,Par 72,,"Nipawin, SK",,3068624811,,6378,,,,https://www.evergreengolf.ca,https://www.golfcanada.ca/golf-facility/evergreen-golf-course-en/
9,,,"https://www.google.com/maps/place/5225 - 24th Ave. S  Lethbridge,AB TIK 7C2",,,"Lethbridge, AB",,Par 56,,,,Public,403-329-4500,2736,,https://www.golfcanada.ca/fr/golf-facility/evergreen-golf-centre-fr/
,18,"https://www.google.com/maps/place/20071 Thompson Road PO Box 2160 Gimli,MB R0C 1B0",,Public,Par 72,,"Gimli, MB",,(204) 642-8858,,6569,,,,https://www.lakelandgolfmanagement.com,https://www.golfcanada.ca/golf-facility/links-at-the-lake-en/
,18,"https://www.google.com/maps/place/374 Eagles Glenn Blvd  Cavendish,PE C0A 1M0",,Public,Par 72,,"Cavendish, PE",,(902) 963-3600,,6785,,,,https://www.eaglesglenn.com,https://www.golfcanada.ca/golf-facility/eagles-glenn-en/
18,,,"https://www.google.com/maps/place/374 Eagles Glenn Blvd  Cavendish,PE C0A 1M0",,,"Cavendish, PE",,Par 72,,https://www.eaglesglenn.com,,Public,(902) 963-3600,6785,,https://www.golfcanada.ca/fr/golf-facility/eagles-glenn-fr/
,9,"https://www.google.com/maps/place/5225 - 24th Ave. S  Lethbridge,AB TIK 7C2",,Public,Par 56,,"Lethbridge, AB",,403-329-4500,,2736,,,,,https://www.golfcanada.ca/golf-facility/evergreen-golf-centre-en/
,18,"https://www.google.com/maps/place/12 Bushbury Dr  North York,ON M3A 2Z7",,Private,Par 71,,"North York, ON",,(416) 447-5575,,6701,,,,,https://www.golfcanada.ca/golf-facility/donalda-club-en/
,18,"https://www.google.com/maps/place/68 Hawktree Ridge  Ottawa,ON K2J 5N3",,Public,Par 70,,"Ottawa, ON",,6136926093,,6024,,,,https://www.stonebridgegc.com,https://www.golfcanada.ca/golf-facility/stonebridge-golf-club-en/
,18,"https://www.google.com/maps/place/376 D'Arcy Ranch Drive  Okotoks,AB T1S1A5",,Public,Par 72,,"Okotoks, AB",,(403) 938-4455,,6903,,,,https://www.darcyranchgolf.com,https://www.golfcanada.ca/golf-facility/darcy-ranch-golf-club-en/
,18,"https://www.google.com/maps/place/10 River Road  Starbuck,MB R0G 2P0",,Public,Par 72,,"Starbuck, MB",,(204) 735-3000,,7088,,,,,https://www.golfcanada.ca/golf-facility/bridges-golf-course-en/
,18,"https://www.google.com/maps/place/14282 Morris Valley Rd. Box 97  Harrison Mills,BC V0M 1L0",,Public,Par 72,,"Harrison Mills, BC",,(604) 421-9231,,6500,,,,https://www.sandpipergolfclub.com,https://www.golfcanada.ca/golf-facility/sandpiper-golf-club-en/
,9,L7C 2S7,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/mayfield-golf-club-en/
,12,"https://www.google.com/maps/place/Box 27  Yorkton,SK S3N 2V6",,Public,Par 71,,"Yorkton, SK",,(306) 783-8424,,5886,,,,,https://www.golfcanada.ca/golf-facility/york-lake-golf-country-club-en/
,18,"https://www.google.com/maps/place/Highway 41  Vermilion,AB T0B 4M0",,Public,Par 70,,"Vermilion, AB",,4038534444,,5805,,,,,https://www.golfcanada.ca/golf-facility/vermilion-golf-and-country-club-en/
,18,"https://www.google.com/maps/place/14780 Leslie Street  Aurora,ON L4G 7C3",,Private,Par 72,,"Aurora, ON",,(905) 726-7654,,7307,,,,,https://www.golfcanada.ca/golf-facility/magna-golf-club-en/
,9,"https://www.google.com/maps/place/222 Montague Road  Dartmouth,NS B2W 3P5",,Public,Par 62,,"Dartmouth, NS",,(902) 433-3331,,3760,,,,https://www.thelinksatmontague.com,https://www.golfcanada.ca/golf-facility/links-at-montague-en/
,18,"https://www.google.com/maps/place/3905B Golf Course Road  Edson,AB T7E 1T3",,Public,Par 72,,"Edson, AB",,(780) 723-7191,,6611,,,,https://www.edsongolfclub.com,https://www.golfcanada.ca/golf-facility/edson-golf-club-en/
,18,"https://www.google.com/maps/place/1112 Juddhaven Road  Minett,ON P0B 1G0",,Semi-private,Par 71,,"Minett, ON",,7057657625,,6532,,,,https://www.therockgolf.com,https://www.golfcanada.ca/golf-facility/the-rock-golf-club-en/
,18,"https://www.google.com/maps/place/7555 Matchette Rd  Windsor,ON N9J 2S4",,Private,Par 70,,"Windsor, ON",,(519) 734-1251,,6703,,,,,https://www.golfcanada.ca/golf-facility/essex-golf-country-club-en/
,9,"https://www.google.com/maps/place/Box 883  Eston,SK S0L 1A0",,Public,Par 70,,"Eston, SK",,(306) 962-3845,,6176,,,,,https://www.golfcanada.ca/golf-facility/eston-riverside-golf-club-rp-en/
,18,"https://www.google.com/maps/place/4200 Yonge St  North York,ON M2P 1N9",,Public,Par 72,,"North York, ON",,(416) 392-2465,,6109,,,,,https://www.golfcanada.ca/golf-facility/don-valley-golf-course-en/
,9,"https://www.google.com/maps/place/Box 1994  Maple Creek,SK S0N 1N0",,Public,Par 72,,"Maple Creek, SK",,(306) 662-4422,,6538,,,,https://www.saskgolfer.com/cypress,https://www.golfcanada.ca/golf-facility/cypress-hills-golf-resort-en/
,18,Null,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/tech-golf-club-en/
,18,"https://www.google.com/maps/place/127 Hedge Rd  Sutton,ON L0E 1R0",,Private,Par 71,,"Sutton, ON",,(905) 722-6669,,6273,,,,https://www.briarsgolf.com,https://www.golfcanada.ca/golf-facility/briars-golf-club-ltd-en/
,18,"https://www.google.com/maps/place/151 Ontario Ave  Elliot Lake,ON P5A 2T2",,Public,Par 72,,"Elliot Lake, ON",,(705)848-8695,,6820,,,,,https://www.golfcanada.ca/golf-facility/stone-ridge-at-elliot-lake-en/
,18,"https://www.google.com/maps/place/RR#2, 324183 Mount Elgin Road  Mount Elgin,ON N0J 1N0",,Semi-private,Par 72,,"Mount Elgin, ON",,(519) 926-304,,6026,,,,,https://www.golfcanada.ca/golf-facility/the-oxford-hills-golf-club-en/
,18,"https://www.google.com/maps/place/ 304 Robson Rd  Leamington,ON N8H 5R4",,Semi-private,Par 71,,"Leamington, ON",,(519) 326-5071,,6145,,,,,https://www.golfcanada.ca/golf-facility/erie-shores-golf-country-club-en/
,18,"https://www.google.com/maps/place/51320 Range Road 260  Spruce Grove,AB T7Y 1B1",,Private,Par 72,,"Spruce Grove, AB",,(780) 470-0701,,7036,,,,https://www.epgcc.ab.ca,https://www.golfcanada.ca/golf-facility/edmonton-petroleum-golf-country-club-en/
,—,"https://www.google.com/maps/place/1001 United Boulevard  Coquitlam,BC V3K 4S8",,Public,Par 54,,"Coquitlam, BC",,604.523.6400,,1806,,,,,https://www.golfcanada.ca/golf-facility/eaglequest-golf-coquitlam-en/
,18,"https://www.google.com/maps/place/6125 Howard Ave.  Oldcastle,ON N0R 1L0",,Public,Par 70,,"Oldcastle, ON",,(519) 9694350,,6045,,,,,https://www.golfcanada.ca/golf-facility/dominion-golf-country-club-en/
27,,,"https://www.google.com/maps/place/3800 River Bend Drive  Red Deer County,AB T4P 0Y4",,,"Red Deer County, AB",,Par 72,,https://www.rbgra.ca,,Public,(403) 343-6341,6664,,https://www.golfcanada.ca/fr/golf-facility/river-bend-golf-club-fr/
,18,"https://www.google.com/maps/place/190 College Ave E 190 College Ave E Guelph,ON N1H 6L3",,Private,Par 71,,"Guelph, ON",,(519) 824-2650,,7029,,,,https://www.cuttenfields.com,https://www.golfcanada.ca/golf-facility/cutten-fields-en/
18,,,"https://www.google.com/maps/place/190 College Ave E 190 College Ave E Guelph,ON N1H 6L3",,,"Guelph, ON",,Par 71,,https://www.cuttenfields.com,,Privé,(519) 824-2650,7029,,https://www.golfcanada.ca/fr/golf-facility/cutten-fields-fr/
,27,"https://www.google.com/maps/place/3800 River Bend Drive  Red Deer County,AB T4P 0Y4",,Public,Par 72,,"Red Deer County, AB",,(403) 343-6341,,6664,,,,https://www.rbgra.ca,https://www.golfcanada.ca/golf-facility/river-bend-golf-club-en/
,18,T9H 4V9,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/quarry-ridge-golf-course-en/
,18,"https://www.google.com/maps/place/710 Canavoy Road  West St. Peters,PE C0A 1S0",,Public,Par 72,,"West St. Peters, PE",,(902) 961-2800,,6903,,,,https://www.golflinkspei.com,https://www.golfcanada.ca/golf-facility/links-at-crowbush-cove-en/
,18,"https://www.google.com/maps/place/PO Box 608  Eckville,AB T0M 0X0",,Public,Par —,,"Eckville, AB",,—,,—,,,,https://www.fairwayslasthill.com,https://www.golfcanada.ca/golf-facility/fairways-at-last-hill-golf-and-country-club-en/
,18,"https://www.google.com/maps/place/Fourth Avenue, PO Box 842  Esterhazy,SK S0A 0X0",,Public,Par 68,,"Esterhazy, SK",,(306) 745-5462,,5555,,,,https://www.townofesterhazy.com,https://www.golfcanada.ca/golf-facility/esterhazy-golf-club-en/
,18,"https://www.google.com/maps/place/Box 421  Breton,AB T0C 0P0",,Public,Par 37,,"Breton, AB",,—,,3165,,,,,https://www.golfcanada.ca/golf-facility/breton-golf-club-en/
,18,"https://www.google.com/maps/place/318494 Grey Road 1  Owen Sound,ON N4K 5N4",,Semi-private,Par 71,,"Owen Sound, ON",,(519) 376-1961,,6204,,,,https://www.legacyridgegolf.ca,https://www.golfcanada.ca/golf-facility/legacy-ridge-golf-club-en/
,18,"https://www.google.com/maps/place/1072 Elgin House Road  Port Carling,ON P0B 1J0",,Public,,,"Port Carling, ON",,(705) 765-2000,,,,,,https://lakejoseph.clublink.ca,https://www.golfcanada.ca/golf-facility/lake-joseph-golf-club-en/
,18,"https://www.google.com/maps/place/2334 St. Paul Avenue  Niagara Falls,ON L2E 6S4",,Public,Par 61,,"Niagara Falls, ON",,—,,3092,,,,,https://www.golfcanada.ca/golf-facility/eagle-valley-golf-club-en/
,9,"https://www.google.com/maps/place/42 Avenue Jean Dolbeau  Dolbeau-Mistassini,QC G8L 6B7",,Public,Par 72,,"Dolbeau-Mistassini, QC",,418-276-5343,,6300,,,,,https://www.golfcanada.ca/golf-facility/dolbeau-mistassini-club-de-golf-en/
,27,"https://www.google.com/maps/place/1305 Dixie Road  Mississauga,ON L5E 2P5",,Private,,,"Mississauga, ON",,(905) 278-5255,,,,,,,https://www.golfcanada.ca/golf-facility/toronto-golf-club-the-en/
,18,"https://www.google.com/maps/place/5401 Chemin des Pionniers  Shawinigan,QC G9T 3N5",,Private,Par 71,,"Shawinigan, QC",,(819) 533-4555,,6207,,,,,https://www.golfcanada.ca/golf-facility/ste-flore-club-de-golf-en/
,18,"https://www.google.com/maps/place/9 Crystal Green Lane  Okotoks,AB T1S 1A4",,Public,Par 70,,"Okotoks, AB",,4039955563,,6066,,,,https://www.crystalridgegolf.com,https://www.golfcanada.ca/golf-facility/crystal-ridge-golf-course-en/
,18,"https://www.google.com/maps/place/PO Box 128  Brendendury,SK S0A 0H0",,Public,Par —,,"Brendendury, SK",,(306) 898-2143,,—,,,,,https://www.golfcanada.ca/golf-facility/bredenbury-golf-club-en/
18,,,"https://www.google.com/maps/place/PO Box 128  Brendendury,SK S0A 0H0",,,"Brendendury, SK",,Par —,,,,Public,(306) 898-2143,—,,https://www.golfcanada.ca/fr/golf-facility/bredenbury-golf-club-fr/
,18,"https://www.google.com/maps/place/100 #2 Tsuu T'ina Drive  Calgary,AB T3Z 3G6",,Semi-private,Par 72,,"Calgary, AB",,(403) 949-3733,,7274,,,,https://www.redwoodmeadows.com,https://www.golfcanada.ca/golf-facility/redwood-meadows-golf-country-club-en/
,18,"https://www.google.com/maps/place/310 Emerald Park Rd  Emerald Park,SK S4L 1B9",,Public,Par 71,,"Emerald Park, SK",,(306) 791-7466,,6631,,,,https://www.aspenvillage.ca,https://www.golfcanada.ca/golf-facility/aspen-links-gold-diamond-en/
18,,,"https://www.google.com/maps/place/310 Emerald Park Rd  Emerald Park,SK S4L 1B9",,,"Emerald Park, SK",,Par 71,,https://www.aspenvillage.ca,,Public,(306) 791-7466,6631,,https://www.golfcanada.ca/fr/golf-facility/aspen-links-gold-diamond-fr/
,18,"https://www.google.com/maps/place/82 Victoria St South  Port Hope,ON L1A 3L6",,Public,Par 70,,"Port Hope, ON",,(905) 885-6487,,6467,,,,,https://www.golfcanada.ca/golf-facility/port-hope-golf-country-club-en/
,18,"https://www.google.com/maps/place/298 Falaise Avenue  Lancaster Park,AB T0A 2H0",,Public,Par 72,,"Lancaster Park, AB",,(780) 973-3744,,7012,,,,https://www.egmgolf.com,https://www.golfcanada.ca/golf-facility/edmonton-garrison-memorial-golf-curling-club-en/
,18,"https://www.google.com/maps/place/2961 Bayshore Road Lot 34  York,PE C0A 1P0",,Public,Par 72,,"York, PE",,(902) 672-2842,,6623,,,,https://www.stanhopegolfclub.com,https://www.golfcanada.ca/golf-facility/stanhope-golf-country-club-en/
,18,"https://www.google.com/maps/place/Cove Road  CFB Shilo,MB R0K 2A0",,Public,Par 72,,"CFB Shilo, MB",,(204) 765-3000,,6625,,,,https://www.shilocountryclub.com,https://www.golfcanada.ca/golf-facility/shilo-country-club-en/
,18,"https://www.google.com/maps/place/2075 Lakewood Rd  Centreville,NS B0P 1J0",,Semi-private,Par 72,,"Centreville, NS",,(902) 679-3033,,6272,,,,https://www.eaglecrestgolfcourse.com,https://www.golfcanada.ca/golf-facility/eagle-crest-golf-course-en/
,18,"https://www.google.com/maps/place/10466 Montée Clément  Mirabel,QC J7J 1Z4",,Semi-private,Par 72,,"Mirabel, QC",,(450) 476-1922,,6430,,,,https://www.golflediamant.com,https://www.golfcanada.ca/golf-facility/diamant-club-de-golf-le-en/
,18,"https://www.google.com/maps/place/27 Little Britain Road R.R. #1  Manilla,ON K0M 2J0",,Public,Par 70,,"Manilla, ON",,(705) 357-3112,,5618,,,,https://www.crestwoodgolfclub.com,https://www.golfcanada.ca/golf-facility/crestwood-golf-club-en/
