club,name,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,contact:facebook,phone,website,ele,gnis:feature_id,operator,fixme,USGS-LULC:CLASS,note,source,url,alt_name,USGS-LULC:CNTYNAME,USGS-LULC:LEVEL_I,USGS-LULC:LEVEL_II,USGS-LULC:STATECTY,wikidata,wikipedia,access,opening_hours,wheelchair,sport,description,fax,golf,building,LandPro08:DE3,LandPro08:LC_NAME,LandPro08:LU_NAME,LandPro08:reviewed,old_name,start_date,ownership,mobile,golf:course,golf:par,contact:website,owner,type,addr:country,LandPro08:DE5,LandPro08:LC,LandPro08:LCLU,LandPro08:LU,facebook,area,area_m2,lat,lon,province,gcid
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,34576.423467553206,34.12881354959936,-84.26532318811348,Georgia,GA00302
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,34218.49389516655,34.18569439593243,-84.2028901543148,Georgia,GA00268
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,32946.76262734925,33.934285397127816,-83.59753886110232,Georgia,GA00229
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,31571.459141631043,34.30485326099686,-84.59997280609258,Georgia,GA00283
,Driving Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driving_range,,,,,,,,,,,,,,,,,,,,,,30934.096137826473,30.975219738958078,-83.21708491359692,Georgia,GA00320
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,30780.82658033817,34.29748595541846,-84.60433314809356,Georgia,GA00280
,Durham Lakes Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30544.259881049416,33.56046737096446,-84.61069244598752,Georgia,GA00438
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29999.482585459948,34.91078212380535,-85.11809369449387,Georgia,GA00357
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27933.54200176746,30.953298122350176,-83.60522960297665,Georgia,GA00384
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27909.854992498946,31.286554820364127,-81.34929958229102,Georgia,GA00446
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26992.380466627936,34.486133696292,-84.36029665685967,Georgia,GA00415
,Unknown Golf Course,,,,,,,,,,,Bent Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23958.181181436077,34.49530283529894,-84.36093885467426,Georgia,GA00407
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,22863.711595997414,33.53351320692686,-84.29918682518789,Georgia,GA00172
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,22743.575904784582,33.770129824148796,-84.15380666667502,Georgia,GA00211
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,22743.00319257787,34.182051188217926,-84.02131221202777,Georgia,GA00264
,Durham Lakes Country Club,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,22329.243157526886,33.55774848038793,-84.6061874124137,Georgia,GA00190
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21914.50627286503,34.494918186335184,-84.36027078563065,Georgia,GA00424
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21178.50485865159,34.05778683733799,-83.9062751107682,Georgia,GA00461
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20865.749668978457,34.498238113173365,-84.35239279683621,Georgia,GA00418
,Wymberly Community Golf Course,,,,,,,,,,,,,,,,,,,,,,,,private,24/7,limited,,,,,,,,,,,,,,,,,,,,,,,,,,20658.082183702278,33.506570470349246,-82.15065003826894,Georgia,GA00463
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19668.8246053051,34.49663505127477,-84.34826489771639,Georgia,GA00420
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18134.546219567223,34.497824004981666,-84.35661025319997,Georgia,GA00417
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17784.01374749621,34.478295813461706,-84.35542683118976,Georgia,GA00411
,Country Club of The South,Johns Creek,4100,30022,GA,Old Alabama Road,,,https://www.invitedclubs.com/,,,Clubcorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-770-475-1803,,,,,,,,,,,,,17272.548420418436,34.009401937251425,-84.23302130583599,Georgia,GA00388
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17177.03881528108,34.48940078410861,-84.36325817350698,Georgia,GA00416
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16539.458014369196,34.49642295398005,-84.3564332051333,Georgia,GA00423
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15953.131751351491,34.496355031116515,-84.35195902296928,Georgia,GA00421
,Unknown Golf Course,,,,,,,,,,,Bent Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15318.883289463865,34.488788726082824,-84.3639865905338,Georgia,GA00406
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14268.510843044867,34.47988172822316,-84.35537286360609,Georgia,GA00412
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,11995.544077678845,34.181273000263396,-84.02414929387754,Georgia,GA00263
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11781.611234779713,34.485709649127394,-84.36192023858608,Georgia,GA00408
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11290.433740095199,34.48286449971921,-84.35977111201902,Georgia,GA00409
