gcid,name,province,lat,lon,area_m2,addr:city,addr:country,addr:full,addr:hamlet,addr:housenumber,addr:postcode,addr:province,addr:street,area,barrier,building,contact:city,contact:housenumber,contact:street,demolished,description,designation,email,facebook,fax,fixme,golf,golf:course,golf:par,image,indoor,landuse,layer,mapillary,note,old_name,opening_hours,operator,operator:type,operator:wikidata,payment:cash,payment:debit_cards,payment:mastercard,payment:visa,phone,source,source:name,sport,start_date,surface,tourism,type,website,wheelchair,winter_service,access,addr:unit,alt_name,attribution,branch,brand,canvec:code,contact:country,contact:email,contact:facebook,contact:phone,contact:postcode,contact:province,contact:website,created_by,fee,instagram,source:addr,source:url,wikidata,wikipedia,club,contact:instagram,url,wikipedia:en,mobile,name:en,name:fr,addr:district,addr:housename,addr:suburb,amenity,disused,fence_type,operational_status,canvec:uuid,check_date,entrance,historic,holes,natural,opendata:type,owner,payment:club_account,payment:maestro,payment:visa_debit,ref,tents,wheelchair:description,abandoned,addr:borough,addr:source,internet_access,opening_hours:signed,phone:mnemonic,short_name
AA00073,River Ridge Golf and Country Club,Alberta,53.439916678170356,-113.63547900885737,696637.8571454769,Edmonton,,,,5685,T6W 0S6,AB,Windermere Boulevard SW,,,,,,,,,,,,,,,18,71,,,,,,,,,,,,,,,,,,,,,,,,https://countryclubtour.com/river-ridge/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00158,Goose Hummock Golf Course,Alberta,53.87075255829499,-113.3274276661084,695394.0560090744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00044,The Track Golf Course,Alberta,50.961225717199035,-113.66676399174888,684743.2275389724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00070,Sylvan Lake Golf & Country Club,Alberta,52.30874490556095,-114.11364600022691,680542.9194907472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00072,Windermere Golf and Country Club,Alberta,53.428510332056064,-113.64771105084274,680136.0643117438,Edmonton,,,,19110,T6W1A5,AB,Ellerslie Road SW,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,+1-780-988-5501,,,,,,,,https://windermeregcc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00225,Grande Cache,Alberta,53.90068905325585,-119.10325951112786,677796.732929252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00203,Red Deer Country Club,Alberta,52.26669166861551,-113.84488094296408,675471.7238479828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00092,Unknown Golf Course,Alberta,54.09922015159466,-114.43885276363334,673222.7073820045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00276,Bonnyville Golf & Country Club,Alberta,54.249579751202326,-110.83417791202838,666148.7445772131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00137,Grande Prairie Golf & Country Club,Alberta,55.13084208947395,-118.77576052069914,664217.2179200465,Grande Prairie,,,,711040,T8V 3A7,Alberta,Resources Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00186,Unknown Golf Course,Alberta,51.44148300826948,-114.28942573736956,662353.3905424397,,,,,285127,,,Symons Valley Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00263,Magrath Golf Club,Alberta,49.397308196138304,-112.8846063753079,661123.90286211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-403-758-3054,,,,,,,,https://www.magrathgolf.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00257,Apple Creek Golf Course,Alberta,51.347366849216186,-114.031076042635,656013.7986236585,,,,,11064,,,Township Road 275,,,,,,,,,,,,,,,18_hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00255,Carnmoney Golf & Country Club,Alberta,50.83038040664489,-113.93487067060217,654328.5500253355,,,,,44001,T1S 4X7,,Dunbow Road,,,,,,,,,,info@carnmoney.com,,+1-403-256-6484,,,,,,,,,,,,,,,,,,,,+1-403-256-6257,,,,,,,,https://www.carnmoney.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00308,Riverbank Golf & RV Park,Alberta,55.1733875378497,-112.46302742621403,653773.3541161576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caravan_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00138,Unknown Golf Course,Alberta,51.030943612093914,-114.24779369262868,650368.3984119666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00289,Nanton,Alberta,50.35221327324335,-113.76287638301257,647825.6182019629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00253,Bear Creek Golf Course,Alberta,55.203513746487346,-118.83916976153907,643619.3000258793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00259,The Ranch Golf & Country Club,Alberta,53.530321434355514,-113.74431047315854,642685.4062739902,Acheson,,,,9574,T7X 5A2,AB,Pinchback Road,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:00-23:00,,,,,,,,+1 780 470 4700,,,,,,,,https://www.theranchgolf.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00100,Ponoka,Alberta,52.65863926871505,-113.57042893076837,641839.2095780738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00041,Broadmoor Public Golf Course,Alberta,53.52964250498128,-113.31157292761483,641516.4349234938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broadmoor Public Golf Course,,,,,,,+1-780-467-7373,,,,,,,multipolygon,https://www.thebroadmoor.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00214,Olds Golf Course,Alberta,51.806006367977325,-114.05497105064114,639388.4495018901,,,,,,,,,,,,,,,,oldsgolf.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00082,Valley Ridge Golf Club,Alberta,51.09789185473879,-114.25427477494809,638360.014602755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00245,Terrae Pines Golf & Country Club & RV Park,Alberta,53.70927194861664,-113.64569041554273,638119.1843833425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00172,Grand Centre Golf & Country Club,Alberta,54.38783217311692,-110.1615883392772,636445.3341571584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00109,Balmoral Golf Course,Alberta,52.27762572435775,-113.72484708660959,635940.300880319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-8.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00300,Sandpiper Golf & Country Club,Alberta,53.61622165359094,-113.70720542746517,634421.0470645629,Sturgeon County,,,,26029,T8T 0K8,,Meadowview Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-780-408-8687,,,,,,,,https://countryclubtour.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00032,Muirfield Lakes Golf Club,Alberta,51.119198723781324,-113.59792572765889,630607.5366316234,,,,,,,,,,,,,,,,,,,,,cloud-obscured aerial,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00252,Spruce Meadows Golf Club,Alberta,55.40700195476197,-118.69894999568383,630602.2837312771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00065,Canmore Golf Club,Alberta,51.10531295305293,-115.37218331991826,624724.7559133096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00067,Belevedere Golf & Country Club,Alberta,53.42855589349003,-113.25254877213807,623707.5526631334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00248,Fort in View Golf Course,Alberta,53.727055231450294,-113.2791349078637,622316.8685275712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00071,Highlands Golf Course,Alberta,53.56017935636826,-113.43568808901435,619546.6672631092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00088,"Cardiff Golf & Country Club,",Alberta,53.768724232496744,-113.5912074705473,618596.7852265164,,,,,55307,T8R 1S1,,Range Road 251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00284,Rolling Green Fairways,Alberta,53.288929766936825,-110.07256592895183,618256.6224615205,,,,,,,,Range Road 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rollinggreen.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00040,Meadowlands Golf Club,Alberta,52.28618261150345,-114.0860865792237,616373.7230821735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00217,Cougar Creek Golf Resort,Alberta,53.56631451206062,-114.29025334605976,610907.9830390582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00142,Pheasantback Golf Club,Alberta,52.401313749399996,-112.7337599997886,609244.6350736027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00290,Fox Haven Golf & Country Club,Alberta,58.54767149119242,-117.10659357051152,606157.6703013268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00037,Coloniale Golf Course,Alberta,53.35999023391477,-113.39860528510938,606040.9693900018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00126,Sturgeon Valley Golf Club,Alberta,53.678312389693666,-113.57343786276228,603241.4260203129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,https://sturgeonvalleygolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00200,Land O' Lakes,Alberta,49.71661770152011,-112.63908087598105,602409.7164665868,,,,,,,,,,,,,,,,,,,,,,,18_hole,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00029,Lakeside Greens Golf Club,Alberta,51.041445213812224,-113.82776998423776,600405.9745561148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00086,Inglewood Golf & Curling Club,Alberta,51.02804536374401,-114.0052067371328,598891.27853266,,,,,19,T2B 3V7,,Gosling Way SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-403-272-9709,,,,,,,,https://www.inglewoodgolfclub.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00079,Country Side Golf Course,Alberta,53.43576220851544,-113.30156964426445,598850.6524577275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00131,Cottonwood Golf & Country Club,Alberta,50.85113303089336,-113.86004295051312,598601.0344712714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00080,Lynx Ridge Golf Course,Alberta,51.116489535780794,-114.26303426097112,591414.9885056549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00034,Lewis Estates Golf Course,Alberta,53.52232145354095,-113.67619975556693,589332.1581446005,Edmonton,,,,260,T5T 4B7,AB,Suder Greens Drive NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00135,Brooks Golf Club,Alberta,50.5576560142603,-111.87454629467814,586451.6656159321,Brooks,CA,,,1211,,AB,1 Avenue East,,,,,,,,,,,,,,,,,,,,,,,,Su-Fr 09:00-20:00; Sa 10:00-20:00,,,,,,,,+1-403-362-2998,,,golf,,,,,https://www.brooksgolfclub.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00090,Glendale Golf & Country Club,Alberta,53.581254256609924,-113.67025405316714,586094.4960133035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00262,Wintergreen Golf and Country Club,Alberta,50.98319835497112,-114.5666587367057,583123.0951268036,,,,,,,,,,,,,,,,,,information@wintergreengolf.com,,,,,,,,,,,,,,,,,,,,,,+1-403-949-3333,,,,,,,,https://wintergreengolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00143,Waterton Lakes Golf Course,Alberta,49.079242804528704,-113.88886080342827,581233.2777141203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00291,Royal Mayfair Golf Club,Alberta,53.53329164009891,-113.54686974613197,581075.3518108311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00139,Redcliff Golf Course,Alberta,50.058532019283014,-110.77913857582439,581002.9308236623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local_knowledge,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00246,Alberta Beach Golf Resort,Alberta,53.68668101381057,-114.33831296838503,580627.2107391396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00164,The Links Golf Course,Alberta,53.56522814104299,-113.89982206932717,579213.6954385411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00113,Connaught Golf Club,Alberta,50.013280045663585,-110.67308754162758,575921.6409635678,Medicine Hat,,,,1194,T1B 1W2,,27 Street Southeast,,,,,,,,,Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00304,Unknown Golf Course,Alberta,57.05363500611006,-117.56422089452813,570689.5298599121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00184,Edson Golf Course,Alberta,53.58076813550985,-116.40294052712294,568414.6017656863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00043,Stony Plain Golf Course,Alberta,53.530499539666906,-113.97613066895411,562120.8531721308,Stony Plain,,,,18,,Alberta,Fairway Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,https://golfstonyplain.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00078,Leduc Golf & Country Club,Alberta,53.2541695166124,-113.56819471391694,559842.6815260978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00149,Camrose Golf & Country Club,Alberta,53.02525250104321,-112.84862901586794,559816.7877143396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00063,Derrick Golf and Winter Club,Alberta,53.46829466718323,-113.54425085417604,555236.7093023035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00140,Unknown Golf Course,Alberta,50.70725927699837,-113.91248581732096,554471.1811411325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00052,Earl Grey Golf Club,Alberta,50.992903332382305,-114.1110841615366,552902.4997202508,,,,,6540,T3E 5L2,,20 Street SW,,,,,,,,,,,,+1-403-246-2458,,,,,,,,,,,,,,,,,,,,+1-403-249-5548,,,,,,,,https://www.earlgreygolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00062,Victoria Golf Course,Alberta,53.53647968808332,-113.52625763698252,550563.4404965776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:00-10:00,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00239,Eagle Rock Golf Course,Alberta,53.362913751194306,-113.31215460720809,548597.125291779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00219,Sundre Golf Club,Alberta,51.79914039190163,-114.60830611290733,545159.6359894734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00152,Carstairs Community Golf Course,Alberta,51.5740844697736,-114.08933042564126,543366.1941465643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Town Of Carstairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00027,Willow Park Golf Course,Alberta,50.95564536109295,-114.05221971907802,542627.8977532538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00174,Taber Golf Club,Alberta,49.78199988478706,-112.16327718228823,536560.9755185687,,,,,4909,,,44 Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tabergolf.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00114,Medicine Hat Golf and Country Club,Alberta,50.04916749225551,-110.65826925047253,528036.0262151492,Medicine Hat,,,,947,T1C 1R2,AB,Pigeon St NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00228,Raven Crest Golf & Country Club,Alberta,53.610878076937105,-113.33786429341718,515682.80489473307,Edmonton,,,,251,T5Y 6K8,AB,153 Avenue NE,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:30-21:30,,,,,,,,+1-780-408-8687,Bing,,,,,,,https://countryclubtour.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00268,Drumheller,Alberta,51.48418694853792,-112.79942688907254,513812.07828604523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00089,JR Golf Course,Alberta,53.60824716600648,-113.78333301894033,513395.67636622716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00054,Calgary Golf & Country Club,Alberta,51.00425694229925,-114.08854790900045,488949.9061503197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00315,Vegreville Kinsmen Golf Course,Alberta,53.51807772506171,-112.03843779541448,488849.5825529392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00145,Unknown Golf Course,Alberta,53.885009135123575,-110.92709600098573,484284.01173407387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00108,Lacombe,Alberta,52.467055680581225,-113.75466837814125,481913.1330511568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-8.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00060,Henderson Lake Golf Course,Alberta,49.68526583213329,-112.79513530160862,474870.93008923525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA00189,Twin Willows Golf Club,Alberta,53.6023499674979,-113.59661763486912,473111.0512531381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
